Date of Visit,Transect Number,"Point Count/Quadrat # (0, 10, 20 m)",Location Name,Fire Name,Year of Fire,Bin Category,Tree Abundance,Tree Diversity,# of Burnt Trees/Shrubs,Shrub Abundance,Shrub Diversity,Herb/Flower Abundance,Herb/Flower Diversity,Total Diversity,Total Healthy,Total Abundance,Quadrat Cell,Dominant Functional Species,Dominant Functional Type,Weather,Temperature (°F),Temperature (°C),Air Quality Index,Humidity (%),Soil,Elevation (m),Coords.,Dir. of Transect (RNG),Slope Dir.,Bird Point-Count Transect,Time Start,Time End,Observed Species,Total Individuals,Total Species
2025-04-28,1,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0,6,12,9,,,sunny,57.0,13.89,39,78.0,moist,478.5126486,34°5′41″ N 118°30′47″ W,144,E,1,07:36:00,07:46:00,"CASJ (3), SPTO (3), CORA (1), CAKI (1), ALHU (1), NOFL (1)",10,6
2025-04-28,1,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0,6,12,1,Wild Cucumber,HF,sunny,57.0,13.89,39,78.0,moist,475.4647973,34°5′41″ N 118°30′47″ W,144,E,1,07:36:00,07:46:00,"CASJ (3), SPTO (3), CORA (1), CAKI (1), ALHU (1), NOFL (1)",10,6
2025-04-28,1,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0,6,12,2,Wild Cucumber,HF,sunny,57.0,13.89,39,78.0,moist,475.4647973,34°5′41″ N 118°30′47″ W,144,E,1,07:36:00,07:46:00,"CASJ (3), SPTO (3), CORA (1), CAKI (1), ALHU (1), NOFL (1)",10,6
2025-04-28,1,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0,6,12,3,Wild Cucumber,HF,sunny,57.0,13.89,39,78.0,moist,475.4647973,34°5′41″ N 118°30′47″ W,144,E,1,07:36:00,07:46:00,"CASJ (3), SPTO (3), CORA (1), CAKI (1), ALHU (1), NOFL (1)",10,6
2025-04-28,1,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0,6,12,4,Wild Cucumber,HF,sunny,57.0,13.89,39,78.0,moist,475.4647973,34°5′41″ N 118°30′47″ W,144,E,1,07:36:00,07:46:00,"CASJ (3), SPTO (3), CORA (1), CAKI (1), ALHU (1), NOFL (1)",10,6
2025-04-28,1,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0,6,12,5,Wild Cucumber,HF,sunny,57.0,13.89,39,78.0,moist,475.4647973,34°5′41″ N 118°30′47″ W,144,E,1,07:36:00,07:46:00,"CASJ (3), SPTO (3), CORA (1), CAKI (1), ALHU (1), NOFL (1)",10,6
2025-04-28,1,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0,6,12,6,Wild Cucumber,HF,sunny,57.0,13.89,39,78.0,moist,475.4647973,34°5′41″ N 118°30′47″ W,144,E,1,07:36:00,07:46:00,"CASJ (3), SPTO (3), CORA (1), CAKI (1), ALHU (1), NOFL (1)",10,6
2025-04-28,1,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0,6,12,7,Wild Cucumber,HF,sunny,57.0,13.89,39,78.0,moist,475.4647973,34°5′41″ N 118°30′47″ W,144,E,1,07:36:00,07:46:00,"CASJ (3), SPTO (3), CORA (1), CAKI (1), ALHU (1), NOFL (1)",10,6
2025-04-28,1,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0,6,12,8,Wild Cucumber,HF,sunny,57.0,13.89,39,78.0,moist,475.4647973,34°5′41″ N 118°30′47″ W,144,E,1,07:36:00,07:46:00,"CASJ (3), SPTO (3), CORA (1), CAKI (1), ALHU (1), NOFL (1)",10,6
2025-04-28,1,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0,6,12,9,Wild Cucumber,HF,sunny,57.0,13.89,39,78.0,moist,475.4647973,34°5′41″ N 118°30′47″ W,144,E,1,07:36:00,07:46:00,"CASJ (3), SPTO (3), CORA (1), CAKI (1), ALHU (1), NOFL (1)",10,6
2025-04-28,2,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0,7,14,1,,,sunny,59.0,15.0,39,67.0,moist,518.134715,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0,7,14,2,,,sunny,59.0,15.0,39,67.0,moist,518.134715,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0,7,14,3,Deerweed,SH,sunny,59.0,15.0,39,67.0,moist,518.134715,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0,7,14,4,,,sunny,59.0,15.0,39,67.0,moist,518.134715,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0,7,14,5,Deerweed,SH,sunny,59.0,15.0,39,67.0,moist,518.134715,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0,7,14,6,,,sunny,59.0,15.0,39,67.0,moist,518.134715,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0,7,14,7,,,sunny,59.0,15.0,39,67.0,moist,518.134715,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0,7,14,8,Deerweed,SH,sunny,59.0,15.0,39,67.0,moist,518.134715,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0,7,14,9,Deerweed,SH,sunny,59.0,15.0,39,67.0,moist,518.134715,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0,5,10,1,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,515.0868638,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0,5,10,2,Deerweed,SH,sunny,59.0,15.0,39,67.0,moist,515.0868638,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0,5,10,3,Deerweed,SH,sunny,59.0,15.0,39,67.0,moist,515.0868638,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0,5,10,4,Deerweed,SH,sunny,59.0,15.0,39,67.0,moist,515.0868638,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0,5,10,5,Deerweed,SH,sunny,59.0,15.0,39,67.0,moist,515.0868638,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0,5,10,6,Deerweed,SH,sunny,59.0,15.0,39,67.0,moist,515.0868638,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0,5,10,7,,,sunny,59.0,15.0,39,67.0,moist,515.0868638,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0,5,10,8,Deerweed,SH,sunny,59.0,15.0,39,67.0,moist,515.0868638,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0,5,10,9,Deerweed,SH,sunny,59.0,15.0,39,67.0,moist,515.0868638,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,3,6,1,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,521.1825663,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,3,6,2,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,521.1825663,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,3,6,3,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,521.1825663,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,3,6,4,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,521.1825663,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,3,6,5,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,521.1825663,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,3,6,6,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,521.1825663,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,3,6,7,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,521.1825663,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,3,6,8,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,521.1825663,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,2,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0,3,6,9,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,521.1825663,34°5′52″ N 118°30′52″ W,0,N,2,08:30:00,08:40:00,"CASJ (1), SPTO (1), LEGO (1), CAQU (2), MODO (1)",6,5
2025-04-28,3,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,536.4218226,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,536.4218226,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,536.4218226,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,536.4218226,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,Maltese Star Thistle,GR,sunny,59.0,15.0,39,67.0,moist,536.4218226,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,Deerweed,SH,sunny,59.0,15.0,39,67.0,moist,536.4218226,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,Deerweed,SH,sunny,59.0,15.0,39,67.0,moist,536.4218226,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,536.4218226,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,0,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,Red Brome,GR,sunny,59.0,15.0,39,67.0,moist,536.4218226,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,,,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,,,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,,,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,Maltese Star Thistle,GR,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,,,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,,,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,,,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,,,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,10,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,,,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,Common Euclypta,HF,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,Common Euclypta,HF,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,Common Euclypta,HF,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,Common Euclypta,HF,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,Common Euclypta,HF,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,Common Euclypta,HF,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,Common Euclypta,HF,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,Common Euclypta,HF,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-28,3,20,Westridge Canyonback Trail,Palisades Fire,2025.0,0-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,Common Euclypta,HF,sunny,59.0,15.0,39,67.0,moist,542.5175251,34°6′5″ N 118°30′46″ W,127,S,3,09:15:00,09:25:00,"CORA (2), CATO (2)",4,2
2025-04-29,1,0,Crags Road (Malibu Creek SP),Woolsey Fire,2018.0,2025-05-10 00:00:00,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3,6,6,1,Coastal Morning Glory,HF,sunny,61.0,16.11,32,64.0,dry,216.408,34°5′59″ N 118°43′57″ W,206,S,1,09:03:00,09:13:00,"TUVU (2), HOFI (5), SOSP (3), YEWA, CAQU (2), AMCR, ANHU, CORA (2), BUSH (3), WREN, MODO, ACWO (3), WTSW (5), SPTO, BEWR",30,15
2025-04-29,1,0,Crags Road (Malibu Creek SP),Woolsey Fire,2018.0,2025-05-10 00:00:00,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3,6,6,2,Buckwheat,GR,sunny,61.0,16.11,32,64.0,dry,216.408,34°5′59″ N 118°43′57″ W,206,S,1,09:03:00,09:13:00,"TUVU (2), HOFI (5), SOSP (3), YEWA, CAQU (2), AMCR, ANHU, CORA (2), BUSH (3), WREN, MODO, ACWO (3), WTSW (5), SPTO, BEWR",30,15
2025-04-29,1,0,Crags Road (Malibu Creek SP),Woolsey Fire,2018.0,2025-05-10 00:00:00,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3,6,6,3,Buckwheat,GR,sunny,61.0,16.11,32,64.0,dry,216.408,34°5′59″ N 118°43′57″ W,206,S,1,09:03:00,09:13:00,"TUVU (2), HOFI (5), SOSP (3), YEWA, CAQU (2), AMCR, ANHU, CORA (2), BUSH (3), WREN, MODO, ACWO (3), WTSW (5), SPTO, BEWR",30,15
2025-04-29,1,0,Crags Road (Malibu Creek SP),Woolsey Fire,2018.0,2025-05-10 00:00:00,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3,6,6,4,Buckwheat,GR,sunny,61.0,16.11,32,64.0,dry,216.408,34°5′59″ N 118°43′57″ W,206,S,1,09:03:00,09:13:00,"TUVU (2), HOFI (5), SOSP (3), YEWA, CAQU (2), AMCR, ANHU, CORA (2), BUSH (3), WREN, MODO, ACWO (3), WTSW (5), SPTO, BEWR",30,15
2025-04-29,1,0,Crags Road (Malibu Creek SP),Woolsey Fire,2018.0,2025-05-10 00:00:00,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3,6,6,5,Buckwheat,GR,sunny,61.0,16.11,32,64.0,dry,216.408,34°5′59″ N 118°43′57″ W,206,S,1,09:03:00,09:13:00,"TUVU (2), HOFI (5), SOSP (3), YEWA, CAQU (2), AMCR, ANHU, CORA (2), BUSH (3), WREN, MODO, ACWO (3), WTSW (5), SPTO, BEWR",30,15
2025-04-29,1,0,Crags Road (Malibu Creek SP),Woolsey Fire,2018.0,2025-05-10 00:00:00,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3,6,6,6,Coastal Morning Glory,HF,sunny,61.0,16.11,32,64.0,dry,216.408,34°5′59″ N 118°43′57″ W,206,S,1,09:03:00,09:13:00,"TUVU (2), HOFI (5), SOSP (3), YEWA, CAQU (2), AMCR, ANHU, CORA (2), BUSH (3), WREN, MODO, ACWO (3), WTSW (5), SPTO, BEWR",30,15
2025-04-29,1,0,Crags Road (Malibu Creek SP),Woolsey Fire,2018.0,2025-05-10 00:00:00,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3,6,6,7,Buckwheat,GR,sunny,61.0,16.11,32,64.0,dry,216.408,34°5′59″ N 118°43′57″ W,206,S,1,09:03:00,09:13:00,"TUVU (2), HOFI (5), SOSP (3), YEWA, CAQU (2), AMCR, ANHU, CORA (2), BUSH (3), WREN, MODO, ACWO (3), WTSW (5), SPTO, BEWR",30,15
2025-04-29,1,0,Crags Road (Malibu Creek SP),Woolsey Fire,2018.0,2025-05-10 00:00:00,0.0,0.0,0.0,6.0,3.0,0.0,0.0,3,6,6,8,Buckwheat,GR,sunny,61.0,16.11,32,64.0,dry,216.408,34°5′59″ N 118°43′57″ W,206,S,1,09:03:00,09:13:00,"TUVU (2), HOFI (5), SOSP (3), YEWA, CAQU (2), AMCR, ANHU, CORA (2), BUSH (3), WREN, MODO, ACWO (3), WTSW (5), SPTO, BEWR",30,15
